food_name,energy_kcal ,fat_g,saturates_g,carbohydrate_g,sugars_g,starch_g,fibre_g,protein_g,salt_g
"Pork, loin steaks, raw, lean and fat, trimmed",140,5.5,2.04,0.0,0.0,0.0,0.0,22.5,0.12
"Pork, loin steaks, stewed, lean",157,2.7,0.94,0.0,0.0,0.0,0.0,33.2,0.18
"Pork, loin steaks, stewed, lean and fat",212,9.7,3.61,0.0,0.0,0.0,0.0,31.3,0.16
"Pork, mince, raw",164,9.7,3.57,0.0,0.0,0.0,0.0,19.2,0.17
"Pork, mince, stewed",191,10.4,3.90,0.0,0.0,0.0,0.0,24.4,0.15
"Pork, shoulder chops (collar), braised, lean",213,10.1,3.57,0.0,0.0,0.0,0.0,30.5,0.15
"Pork, shoulder chops (collar), braised, lean and fat",247,15.0,5.50,0.0,0.0,0.0,0.0,28.1,0.15
"Pork, shoulder chops (collar), braised, lean and fat, weighed with bone",190,11.5,4.20,0.0,0.0,0.0,0.0,21.6,0.11
"Pork, shoulder chops (collar), raw, lean and fat",186,12.4,4.50,0.0,0.0,0.0,0.0,18.5,0.16
"Pork, shoulder chops (collar), raw, lean and fat, weighed with bone",147,9.8,3.50,0.0,0.0,0.0,0.0,14.6,0.12
"Pork, shoulder joint (collar), pot-roasted, lean",201,9.0,3.20,0.0,0.0,0.0,0.0,30.0,0.16
"Pork, shoulder joint (collar), pot-roasted, lean and fat",260,18.0,6.70,0.0,0.0,0.0,0.0,24.4,0.16
"Pork, shoulder joint (collar), raw, lean and fat",218,16.4,6.00,0.0,0.0,0.0,0.0,17.6,0.15
"Pork, shoulder joint (collar), raw, lean and fat, weighed with bone",161,12.1,4.40,0.0,0.0,0.0,0.0,13.1,0.11
"Pork, shoulder steaks (collar), grilled, lean and fat",292,19.5,7.49,0.0,0.0,0.0,0.0,29.2,0.35
"Pork, shoulder steaks (collar), grilled, lean and fat, weighed with bone",132,8.8,3.40,0.0,0.0,0.0,0.0,13.1,0.16
"Pork, shoulder steaks (collar), raw, lean and fat",94,6.4,3.70,0.0,0.0,0.0,0.0,9.0,0.12
"Pork, shoulder steaks (collar), raw, lean and fat, weighed with bone",168,10.4,2.50,0.0,0.0,0.0,0.0,18.7,0.16
"Pork, spare ribs, 'barbecue style', homemade",301,22.3,6.11,4.0,3.4,0.5,0.8,20.8,1.92
"Pork, spare ribs, 'barbecue style', homemade, weighed with bone",141,10.4,2.82,1.8,1.6,0.3,0.4,9.7,0.89
"Pork, spare ribs, 'barbecue style', meat only, retail, reheated",282,17.1,6.20,5.5,4.2,1.3,0.6,26.3,1.10
"Pork, spare ribs, 'barbecue style', meat only, retail, reheated, weighed with bone",93,6.0,2.20,0.5,0.0,0.5,0.0,9.2,0.38
"Pork, spare ribs, Chinese barbecue, takeaway",N,18.7,N,N,N,N,N,22.1,1.21
"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade",218,14.5,5.27,5.6,4.9,0.6,0.3,14.4,1.94
"Pork, spare ribs, in black bean sauce, meat and sauce only, homemade, weighed with bone",124,8.2,5.27,3.2,2.8,0.4,0.3,8.2,1.10
"Pork, spare ribs, raw, lean and fat",195,13.4,5.27,0.0,0.0,0.0,0.0,18.7,0.25
"Pork, stir-fried with vegetables, homemade",105,2.9,0.58,2.5,1.2,1.3,0.5,16.4,0.84
"Pork, sweet and sour, made with lean pork, homemade",163,6.3,1.02,10.1,7.0,3.2,0.5,14.5,0.16
"Pork, sweet and sour, made with sweet and sour cook in sauce",150,4.9,1.11,11.0,9.8,1.3,0.4,15.3,0.41
"Pork, trotters and tails, boiled with added salt",280,22.3,9.63,0.0,0.0,0.0,0.0,19.8,4.05
"Porridge oats, unfortified",392,8.1,1.28,64.3,0.3,64.0,7.8,11.7,0.00
"Porridge oats, unfortified, cooked, made up with semi-skimmed milk",86,2.3,1.03,11.2,3.9,7.3,1.0,4.6,0.10
"Porridge, made with milk and water",73,1.9,0.71,10.3,2.3,8.0,1.0,3.2,0.06
"Porridge, made with water",49,1.0,0.16,8.0,0.0,8.0,1.0,1.4,0.00
"Porridge, made with whole milk",112,4.7,2.54,12.2,4.5,7.7,0.9,4.9,0.11
Port,159,0.0,0.00,11.9,11.9,0.0,0.0,0.1,0.01
Pot savouries,N,10.9,N,54.0,8.0,42.6,N,11.6,1.50
"Pot savouries, made up",N,3.1,N,15.3,2.2,12.1,N,3.3,0.43
"Potato cakes, fried in rapeseed oil",215,8.4,1.79,29.7,1.1,28.6,2.1,4.1,0.05
"Potato chips, crinkle cut, frozen, fried in corn oil",291,16.7,3.10,30.4,0.9,29.5,2.2,3.6,0.20
"Potato chips, fine cut, from fast food outlets",294,14.2,2.50,36.1,0.3,35.8,3.8,3.4,0.48
"Potato chips, fine cut, frozen, fried in blended vegetable oil",364,21.3,1.80,37.5,0.6,36.9,2.4,4.5,0.24
"Potato chips, fine cut, frozen, fried in corn oil",365,21.3,4.00,37.5,0.6,36.9,2.7,4.5,0.24
"Potato chips, fine cut, frozen, fried in dripping",365,21.3,11.80,37.5,0.6,36.9,2.7,4.5,0.25
"Potato chips, fried in beef dripping, from takeaway fish and chip shops",217,8.4,4.20,30.2,0.5,29.7,3.2,3.5,0.04
"Potato chips, fried in commercial oil, from takeaway fish and chip shops",217,8.4,4.29,30.2,0.5,29.7,3.2,3.5,0.04
"Potato chips, fried in palm oil, from takeaway fish and chip shops",217,8.4,3.97,30.2,0.5,29.7,3.2,3.5,0.04
"Potato chips, fried in rapeseed oil, from takeaway fish and chip shops",217,8.4,0.55,30.2,0.5,29.7,3.2,3.5,0.04
"Potato chips, homemade, fried in corn oil",201,6.7,0.98,30.2,1.5,28.7,3.4,3.3,0.01
"Potato chips, homemade, fried in dripping",201,6.7,3.37,30.2,1.5,28.7,3.4,3.3,0.01
"Potato chips, homemade, fried in rapeseed oil",206,6.7,0.44,31.1,0.9,30.2,3.4,3.6,0.01
"Potato chips, homemade, fried in sunflower oil",201,6.7,0.82,30.2,1.5,28.7,3.4,3.3,0.01
"Potato chips, microwave, cooked",224,9.6,0.55,29.2,0.6,28.6,2.9,3.6,0.10
"Potato chips, oven ready, no batter, baked",193,4.9,0.78,32.3,1.1,31.2,3.5,3.2,0.08
"Potato chips, oven ready, with batter, baked",205,6.1,1.30,32.4,0.4,32.0,3.3,3.4,0.48
"Potato chips, straight cut, frozen, fried in blended oil",274,13.5,1.20,32.8,0.7,32.1,2.4,4.1,0.07
"Potato chips, straight cut, frozen, fried in corn oil",274,13.5,2.50,32.8,0.7,32.1,2.4,4.1,0.07
"Potato chips, straight cut, frozen, fried in dripping",274,13.5,7.50,32.8,0.7,32.1,2.4,4.1,0.08
"Potato chips, thick cut, frozen, fried in corn oil",235,10.2,1.90,31.0,0.8,30.2,2.4,3.6,0.10
"Potato crisps, fried in sunflower oil",496,28.8,2.48,50.8,0.9,49.9,4.4,6.3,1.51
"Potato crisps, low fat",N,21.5,1.85,57.8,1.4,56.4,5.9,6.6,1.83
"Potato croquettes, fried in blended oil",214,13.1,1.70,19.8,0.6,19.2,1.3,3.7,1.05
"Potato powder, instant, made up with semi-skimmed milk",68,0.5,0.30,13.0,1.4,11.5,1.2,2.4,0.25
"Potato powder, instant, made up with skimmed milk",65,0.1,0.00,13.0,1.4,11.5,1.2,2.4,0.25
"Potato powder, instant, made up with water",59,0.1,0.00,12.3,0.8,11.5,1.2,1.5,0.25
"Potato powder, instant, made up with whole milk",77,1.2,0.76,13.6,2.0,11.5,1.2,2.3,0.25
"Potato powder, instant, raw",328,0.6,0.10,68.3,4.0,64.4,7.7,8.4,1.13
"Potato products, shaped, frozen, baked",192,8.3,0.89,25.6,0.4,25.2,2.7,2.5,0.64
Potato rings,477,22.4,1.92,64.1,0.3,63.8,2.6,3.6,2.11
"Potato snacks, pringle-type, fried in vegetable oil",519,31.8,8.41,52.4,1.5,50.8,2.9,4.3,1.50
"Potato wedges, retail, cooked",181,5.5,2.49,28.0,0.8,27.0,4.3,2.8,0.50
"Potato, leek and celery bake",123,6.5,3.90,11.4,1.5,9.8,0.8,4.3,1.23
"Potatoes with onions and eggs, fried",319,23.8,4.30,17.6,1.4,15.7,1.4,7.9,1.35
"Potatoes, duchesse",125,5.1,2.89,16.0,0.8,15.2,1.6,3.1,0.13
"Potatoes, new and salad, boiled in salted water, flesh and skin",66,0.1,0.04,13.6,1.1,12.5,1.8,1.8,0.07
"Potatoes, new and salad, boiled in unsalted water, flesh and skin",66,0.1,0.04,13.6,1.1,12.5,1.8,1.8,0.01
"Potatoes, new and salad, flesh only, raw",70,0.1,0.04,14.7,1.3,13.5,1.8,1.8,0.01
"Potatoes, new, frozen, `roast' in corn oil",161,6.6,0.80,21.3,1.0,20.4,3.0,2.5,0.25
"Potatoes, old, baked, flesh and skin",100,0.2,0.10,20.7,1.4,19.3,2.6,2.5,0.01
"Potatoes, old, baked, flesh only",78,0.1,0.00,16.4,0.7,15.7,1.5,2.2,0.00
"Potatoes, old, baked, flesh only, weighed with skin",53,0.1,0.00,11.0,0.5,10.5,1.0,1.4,0.00
"Potatoes, old, boiled in salted water, flesh only",75,0.1,0.03,16.0,0.8,15.2,1.6,1.8,0.16
"Potatoes, old, boiled in unsalted water, flesh only",75,0.1,0.03,16.0,0.8,15.2,1.6,1.8,0.00
"Potatoes, old, mashed with butter",104,3.9,2.42,14.6,1.1,13.5,1.4,1.8,0.09
"Potatoes, old, mashed with reduced fat spread",93,2.8,0.68,14.6,1.1,13.5,1.4,1.8,0.08
"Potatoes, old, microwaved, flesh and skin",95,0.1,0.03,19.7,2.1,17.6,2.7,2.6,0.01
"Potatoes, old, potato wedges, with skin, cooked in sunflower oil, homemade",149,3.8,0.47,24.2,1.7,22.5,3.0,2.9,0.01
"Potatoes, old, raw, flesh only",84,0.1,0.03,17.9,0.9,17.0,2.0,1.9,0.01
"Potatoes, old, roasted in corn oil",164,5.7,0.84,24.1,1.2,22.9,2.7,2.6,0.01
"Potatoes, old, roasted in lard",164,5.7,2.29,24.1,1.2,22.9,2.7,2.6,0.01
"Potatoes, old, roasted in rapeseed oil",164,5.7,0.40,24.1,1.2,22.9,2.7,2.6,0.01
"Potatoes, old, roasted in sunflower oil, flesh only",164,5.7,0.70,24.1,1.2,22.9,2.7,2.6,0.01
"Potatoes, old, wedges, with skin, homemade, cooked in rapeseed oil",149,3.8,0.27,24.2,1.7,22.5,3.0,2.9,0.01
"Poussin, raw, meat and skin",202,13.9,3.80,0.0,0.0,0.0,0.0,19.1,0.18
"Poussin, raw, meat and skin, weighed with bone",117,8.1,2.20,0.0,0.0,0.0,0.0,11.1,0.10
"Prawn crackers, takeaway",566,39.0,3.64,53.0,2.1,50.9,0.9,0.3,1.92
"Prawns, king, grilled from raw",102,0.9,0.20,0.0,0.0,0.0,0.0,23.5,0.76
"Prawns, king, purchased cooked",68,0.4,0.10,0.0,0.0,0.0,0.0,16.2,1.61
"Prawns, king, purchased cooked, weighed with shells",37,0.2,0.05,0.0,0.0,0.0,0.0,8.8,0.87
"Prawns, king, raw",77,0.7,0.17,0.0,0.0,0.0,0.0,17.6,0.54
"Prawns, standard, dried",377,4.9,0.81,0.0,0.0,0.0,0.0,83.1,7.93
"Prawns, standard, purchased cooked",70,0.9,0.15,0.0,0.0,0.0,0.0,15.4,1.47
Pre-mixed spirit based drinks,53,0.0,0.00,7.6,7.6,0.0,0.0,0.0,N
"Prickly pears, flesh and seeds",60,0.3,0.10,11.5,11.5,0.0,3.6,0.7,0.01
"Profiteroles with sauce, frozen",349,25.7,14.01,23.2,16.3,5.8,1.4,5.5,0.33
Prune juice,82,0.1,0.00,14.4,14.4,0.0,1.0,0.5,0.03
"Prunes, canned in juice, whole contents",108,0.2,0.00,19.6,19.6,0.0,2.4,0.8,0.05
"Prunes, flesh and skin",202,0.5,0.12,38.2,38.2,0.0,7.1,2.8,0.03
"Prunes, flesh and skin, stewed with sugar",127,0.2,0.00,25.1,25.1,0.0,3.6,1.3,0.01
"Prunes, flesh and skin, stewed with sugar, weighed with stones",117,0.2,0.00,23.0,23.0,0.0,3.3,1.2,0.01
"Prunes, flesh and skin, stewed without sugar",107,0.3,0.10,19.5,19.5,0.0,3.6,1.4,0.02
"Prunes, flesh and skin, stewed without sugar, weighed with stones",96,0.2,0.00,17.6,17.6,0.0,3.3,1.3,0.01
"Prunes, flesh and skin, weighed with stones",170,0.4,0.00,32.2,32.2,0.0,6.0,2.4,0.03
"Prunes, ready-to-eat, semi-dried",184,0.3,0.06,36.5,36.5,0.0,5.2,2.3,0.01
"Prunes, ready-to-eat, semi-dried, weighed with stones",159,0.3,0.05,31.4,31.4,0.0,4.5,2.0,0.01
"Pudding, bread and butter, homemade",138,5.3,2.11,16.0,11.9,4.2,0.3,6.4,0.33
"Pudding, Christmas, homemade",N,9.8,N,51.1,32.2,18.9,N,5.4,0.30
"Pudding, Christmas, retail",304,6.9,3.57,55.1,46.0,9.2,4.0,3.3,0.25
"Pudding, Eve's pudding, homemade",255,13.4,7.88,29.6,19.2,10.4,1.4,3.4,0.54
"Pudding, Queen of Puddings, homemade",N,7.6,4.08,33.5,27.3,6.2,N,5.1,0.37
"Pudding, rice, canned",86,1.3,0.76,15.1,8.4,6.6,0.1,3.3,0.11
"Pudding, rice, canned, low fat",81,0.8,0.50,15.0,8.4,6.5,0.1,3.5,0.11
"Pudding, rice, homemade, with semi-skimmed milk",127,4.4,2.79,17.6,9.7,7.9,0.1,4.2,0.17
"Pudding, rice, homemade, with skimmed milk",114,2.9,1.80,17.7,9.8,7.9,0.1,4.3,0.16
"Pudding, rice, homemade, with whole milk",145,6.5,4.07,17.5,9.6,7.9,0.1,4.1,0.16
"Pudding, sponge, canned",269,9.1,4.98,42.9,25.1,17.8,0.8,3.4,0.85
"Pudding, sponge, homemade",329,14.6,4.82,42.8,17.6,25.2,1.4,6.0,0.75
"Pudding, sponge, with dried fruit, homemade",335,13.4,4.24,47.3,24.3,23.0,1.3,5.8,0.69
"Pudding, sponge, with jam or treacle, homemade",335,13.3,4.41,47.7,24.7,23.0,1.2,5.6,0.73
"Pudding, spotted dick, homemade",347,16.1,9.02,45.0,18.5,26.5,1.2,4.9,0.57
"Pudding, suet, homemade",352,17.6,9.88,42.8,13.8,29.0,1.1,5.1,0.62
Pumpkin seeds,598,45.6,7.00,13.9,1.0,12.8,8.5,28.8,0.05
"Pumpkin, flesh only, boiled in unsalted water",14,0.3,0.10,1.8,1.7,0.1,1.1,0.6,0.00
"Pumpkin, flesh only, raw",15,0.2,0.10,2.0,1.7,0.3,1.1,0.8,0.00
"Puri, homemade",369,22.3,2.66,33.1,1.0,32.1,3.5,7.2,0.70
"Quiche, cheese and egg, homemade",307,22.3,10.40,13.4,1.5,11.9,1.2,12.6,0.78
"Quiche, cheese and egg, wholemeal, homemade",297,20.4,11.82,14.3,1.5,12.7,2.1,13.0,0.78
"Quiche, Lorraine, homemade",360,26.0,11.19,15.4,2.1,13.3,1.3,15.4,1.47
"Quiche, Lorraine, shortcrust pastry, retail",270,17.6,8.31,18.1,3.1,15.0,1.3,9.1,0.85
"Quiche, Lorraine, wholemeal pastry, homemade",358,24.9,13.37,16.5,2.1,14.4,2.3,15.9,1.47
"Quiche, mushroom, homemade",281,20.0,8.97,14.2,1.2,12.9,1.4,10.3,0.63
"Quiche, mushroom, wholemeal, homemade",272,18.1,10.55,15.2,1.3,13.9,2.4,10.9,0.63
"Quiche, vegetable, retail",293,19.7,8.34,19.5,3.4,15.9,2.8,8.1,0.50
"Quinces, flesh only",42,0.1,0.00,6.3,6.3,0.0,6.4,0.3,0.01
"Quinoa, raw",319,5.0,0.50,51.1,6.0,43.3,7.0,13.8,0.15
Quorn korma,N,7.0,3.70,15.4,1.4,13.6,N,3.9,0.45
"Quorn, pieces, as purchased",89,1.4,0.40,1.0,0.4,0.6,8.3,14.0,0.75
"Rabbit, raw, meat only",137,5.5,2.10,0.0,0.0,0.0,0.0,21.9,0.17
"Rabbit, stewed, meat only",114,3.2,1.70,0.0,0.0,0.0,0.0,21.2,0.12
"Rabbit, stewed, meat only, weighed with bone",68,1.9,1.00,0.0,0.0,0.0,0.0,12.7,0.07
"Raddiccio, raw",18,0.2,0.06,1.7,1.7,0.0,1.8,1.4,0.02
"Radish leaves, raw",41,0.5,0.05,3.5,3.5,0.0,4.0,3.6,0.28
"Radish, red, flesh and skin, raw",14,0.4,0.20,1.4,1.4,0.0,1.1,0.7,0.05
"Radish, white/mooli, raw",19,0.1,0.00,2.9,2.9,0.0,1.6,0.8,0.07
"Raisins, dried",277,1.0,0.15,62.6,62.6,0.0,2.7,3.0,0.04
"Raita, homemade",53,2.4,1.32,3.4,3.4,0.0,0.4,4.3,0.17
"Raita, yogurt and gram flour, homemade",99,6.6,3.83,5.8,4.2,1.6,1.4,3.3,0.07
"Rambutan, flesh only",73,0.4,0.14,15.8,15.8,0.0,1.0,1.0,0.00
"Rape leaves, raw",45,0.3,0.04,4.8,4.8,0.0,3.7,3.8,0.03
"Raspberries, raw",40,0.3,0.10,5.1,5.1,0.0,3.7,0.8,0.00
"Raspberries, stewed with sugar",77,0.3,0.10,14.5,14.5,0.0,3.3,1.2,0.01
"Raspberries, stewed without sugar",38,0.3,0.10,4.3,4.3,0.0,3.5,1.3,0.01
"Ratatouille, homemade",86,7.0,0.88,3.7,3.3,0.2,1.7,1.3,0.01
Red pea loaf,130,3.4,0.78,12.6,0.8,11.8,6.0,9.3,0.07
"Red rice, boiled in unsalted water",129,1.2,0.18,25.7,0.2,25.5,1.4,3.2,0.02
"Red snapper, flesh only, fried in blended oil, weighed with bones and skin",64,1.6,0.30,0.0,0.0,0.0,0.0,12.5,0.15
"Red snapper, flesh only, fried in sunflower oil",126,3.1,0.70,0.0,0.0,0.0,0.0,24.5,0.30
"Red snapper, flesh only, fried in sunflower oil, weighed with bones and skin",64,1.6,0.30,0.0,0.0,0.0,0.0,12.5,0.15
"Red snapper, flesh only, raw",90,1.3,0.30,0.0,0.0,0.0,0.0,19.6,0.19
"Redcurrants, raw",39,0.0,0.00,4.4,4.4,0.0,5.1,1.1,0.01
"Redcurrants, stewed with sugar",69,0.0,0.00,12.8,12.8,0.0,4.1,0.9,0.00
"Redcurrants, stewed without sugar",34,0.0,0.00,3.8,3.8,0.0,4.5,0.9,0.00
"Redfish, raw",98,2.7,0.50,0.0,0.0,0.0,0.0,18.4,0.18
Re-fried beans,173,8.6,2.54,12.1,1.3,10.8,9.3,7.1,0.22
"Relish, corn/cucumber/onion",151,0.3,0.00,35.4,28.4,7.0,1.5,1.0,1.05
"Relish, tomato based",117,0.1,0.00,26.8,24.5,2.3,2.0,1.2,1.20
"Rhubarb, stems only, raw",18,0.1,0.00,0.9,0.9,0.0,1.4,0.9,0.01
"Rhubarb, stems only, stewed with sugar",57,0.1,0.00,11.1,11.1,0.0,1.2,0.9,0.00
"Rhubarb, stems only, stewed without sugar",23,0.6,0.06,1.2,1.2,0.0,1.3,1.0,0.00
Rice and black-eye beans,168,2.2,0.95,30.4,0.7,29.7,2.0,5.8,0.04
"Rice and black-eye beans, brown rice",169,2.4,0.96,29.3,1.2,28.2,2.7,6.1,0.04
Rice and pigeon peas,165,2.2,0.89,29.9,0.6,29.4,2.5,5.0,0.05
"Rice and pigeon peas, brown rice",164,2.3,0.90,28.8,1.0,27.8,3.2,5.3,0.04
Rice and red kidney beans,160,2.1,0.88,28.2,0.4,27.8,3.4,5.3,0.04
"Rice and red kidney beans, brown rice",160,2.3,0.89,27.0,0.8,26.3,4.1,5.7,0.04
Rice and split peas,184,2.5,1.00,33.7,0.6,33.1,1.5,5.9,0.05
"Rice and split peas, brown rice",184,2.7,1.01,32.4,1.1,31.4,2.2,6.3,0.05
"Rice, brown, basmati, boiled in unsalted water",130,1.1,0.21,26.1,0.3,25.8,1.2,3.4,0.00
"Rice, brown, basmati, raw",354,3.1,0.58,70.6,0.8,69.8,3.3,9.3,0.00
"Rice, brown, easy cook, boiled in unsalted water",157,1.3,0.21,32.1,0.3,30.0,1.5,3.4,0.00
"Rice, brown, easy cook, raw",365,3.1,0.54,74.8,0.7,69.7,3.5,7.9,0.01
"Rice, brown, wholegrain, boiled in unsalted water",132,0.9,0.17,26.5,0.1,26.4,1.5,3.8,0.01
"Rice, brown, wholegrain, raw",332,1.5,0.28,70.0,0.7,69.4,3.0,8.1,0.00
"Rice, egg fried, ready cooked, re-heated, retail, not takeaway",172,5.3,0.72,25.5,0.0,25.5,2.8,4.1,1.02
"Rice, egg fried, takeaway",191,4.9,0.62,31.9,0.0,30.1,1.1,4.3,1.04
"Rice, pilau, plain, homemade",133,3.7,0.47,22.2,0.8,21.2,0.6,2.6,0.00
"Rice, ready-cooked, ""plain"", re-heated",160,1.9,0.30,30.8,0.0,30.8,1.1,4.4,0.38
"Rice, red, raw",357,2.9,0.53,73.2,0.8,68.8,4.1,7.4,0.01
"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, cooked",156,1.4,0.46,31.1,3.1,28.0,1.7,3.9,0.73
"Rice, savoury, including chicken, beef, mushroom and vegetable varieties, dried, uncooked",370,2.7,0.91,76.1,6.5,65.1,3.6,8.4,3.08
"Rice, Thai fragrant, boiled in unsalted water",130,0.4,0.09,29.1,0.0,26.1,0.0,2.4,0.01
"Rice, Thai fragrant, raw",345,1.1,0.27,76.7,0.0,76.7,0.8,6.8,0.00
"Rice, white, basmati, boiled in unsalted water",116,0.7,0.16,24.1,0.0,24.1,0.6,2.9,0.01
"Rice, white, basmati, easy cook, boiled in unsalted water",135,0.4,0.09,29.2,0.0,29.2,0.0,3.7,0.01
"Rice, white, basmati, easy cook, raw",345,0.4,0.11,76.2,0.5,75.7,1.4,8.5,0.01
"Rice, white, basmati, raw",345,0.5,0.14,76.1,0.1,76.0,1.1,8.5,0.00
"Rice, white, Italian ""Arborio"" risotto, boiled in unsalted water",134,0.5,0.09,29.2,0.0,29.2,0.0,3.3,0.01
"Rice, white, Italian Arborio risotto, raw",348,1.0,0.21,77.4,0.2,77.2,1.4,6.8,0.00
"Rice, white, long grain, boiled in unsalted water",129,0.4,0.09,28.3,0.0,28.3,0.5,2.9,0.03
"Rice, white, long grain, easy cook, boiled in unsalted water",144,0.4,0.08,31.5,0.0,31.5,0.7,3.2,0.02
"Rice, white, long grain, easy cook, raw",342,1.1,0.23,74.8,0.0,74.8,1.7,7.4,0.01
"Rice, white, long grain, raw",348,1.0,0.25,77.3,0.2,77.1,1.1,7.0,0.00
"Rice, white, pudding, raw",345,0.9,0.22,77.8,0.2,77.6,1.0,5.9,0.00
"Rice, wild, boiled in unsalted water",147,0.6,0.12,28.6,0.3,28.4,2.5,5.6,0.01
"Rice, wild, raw",346,1.1,0.25,68.9,0.1,68.8,4.3,12.9,0.01
"Risotto, chicken, homemade",N,3.3,1.54,N,N,N,0.8,8.9,0.89
"Risotto, plain, homemade",188,4.7,0.67,32.4,1.0,31.2,0.9,3.4,1.12
"Risotto, vegetable, brown rice",N,6.2,0.72,15.4,1.7,13.7,2.4,4.5,0.19
"Risotto, white rice, vegetable, homemade",N,6.1,0.71,16.4,1.6,14.8,2.2,4.3,0.19
"Rissoles, brown rice, fried in sunflower oil",221,8.8,1.30,28.2,1.6,26.5,2.5,5.9,0.88
"Rissoles, brown rice, fried in vegetable oil",221,8.8,1.20,28.2,1.6,26.5,2.5,5.9,0.88
"Rissoles, chick pea, fried in sunflower oil",247,16.7,2.06,14.0,0.4,13.6,4.1,8.0,0.03
"Rissoles, chick pea, fried in vegetable oil",247,16.7,1.34,14.0,0.4,13.6,4.1,8.0,0.03
"Rissoles, lentil, fried in sunflower oil",218,10.5,1.40,20.0,1.9,17.2,3.6,9.1,0.58
"Rissoles, lentil, fried in vegetable oil",218,10.5,1.30,20.0,1.9,17.2,3.6,9.1,0.58
"Rissoles, vegetable, fried in sunflower oil",121,7.2,1.19,12.0,1.6,10.5,1.3,1.5,0.06
"Rissoles, vegetable, fried in vegetable oil",121,7.2,0.89,12.0,1.6,10.5,1.3,1.5,0.06
"Rock cakes, homemade",390,14.8,4.90,58.0,30.9,27.1,1.4,5.6,0.96
"Rock Salmon/Dogfish, in batter, fried in blended oil",306,21.9,2.90,9.4,0.0,9.4,0.4,17.7,0.40
"Rock Salmon/Dogfish, in batter, fried in blended oil, weighed with bones",285,20.4,2.70,8.7,0.0,8.7,0.4,16.4,0.38
"Rock Salmon/Dogfish, in batter, fried in dripping",306,21.9,9.60,9.4,0.0,9.4,0.4,17.7,0.40
"Rock Salmon/Dogfish, in batter, fried in dripping, weighed with bones",285,20.4,8.90,8.7,0.0,8.7,0.4,16.4,0.38
"Rock Salmon/Dogfish, in batter, fried in retail blend oil",306,21.9,5.30,9.4,0.0,9.4,0.4,17.7,0.40
"Rock Salmon/Dogfish, in batter, fried in retail blend oil, weighed with bones",285,20.4,4.90,8.7,0.0,8.7,0.4,16.4,0.38
"Rock Salmon/Dogfish, in batter, fried in sunflower oil",306,21.9,3.10,9.4,0.0,9.4,0.4,17.7,0.40
"Rock Salmon/Dogfish, in batter, fried in sunflower oil, weighed with bones",285,20.4,2.90,8.7,0.0,8.7,0.4,16.4,0.38
"Rock Salmon/Dogfish, raw",168,9.7,1.40,0.0,0.0,0.0,0.0,20.3,0.30
"Rocket, raw",21,0.4,0.07,0.0,0.0,0.0,1.7,3.6,0.08
"Roe, cod, hard, coated in batter, fried",188,11.8,N,8.1,0.0,8.1,0.2,12.4,1.28
"Roe, cod, hard, raw",104,1.9,0.40,0.0,0.0,0.0,0.0,21.7,0.28
"Roe, herring, soft, raw",98,2.6,0.50,0.0,0.0,0.0,0.0,18.6,0.30
"Rohu, raw",79,1.4,0.53,0.0,0.0,0.0,0.0,16.6,0.25
"Rosemary, dried",354,15.2,7.37,28.0,27.8,0.2,42.6,4.9,0.13
"Rosemary, fresh",124,4.4,2.15,13.5,13.4,0.1,12.4,1.4,0.04
"Roulade, spinach",180,13.3,7.33,4.4,1.9,2.5,1.1,10.1,0.67
"Rum baba, homemade",225,7.7,1.94,30.9,18.8,12.1,0.9,4.1,0.15
Rusks,400,10.7,4.59,67.6,22.5,45.1,2.4,7.1,0.22
"Saag, homemade",116,8.8,1.45,4.7,1.7,3.0,2.3,3.3,0.96
Saffron,353,5.9,1.59,61.5,44.1,17.4,3.9,11.4,0.38
"Sage, dried, ground",372,12.7,7.00,38.8,1.7,37.1,29.9,10.6,0.03
"Sage, fresh",128,4.6,2.60,14.2,0.6,13.6,7.0,3.9,0.01
"Sago, raw",346,0.2,0.10,85.5,0.0,85.5,0.5,0.3,0.01
Salad cream,328,26.7,2.00,20.2,16.1,4.1,0.5,1.4,1.75
"Salad cream, reduced fat",159,10.6,1.57,14.7,9.0,5.7,0.5,1.0,1.33
"Salad, beetroot and onion in French dressing",N,3.1,N,8.7,7.8,0.9,N,1.9,0.31
"Salad, Greek",133,12.6,3.32,1.8,1.8,0.0,0.9,2.7,0.52
"Salad, green",16,0.4,0.04,1.6,1.6,0.0,1.1,1.0,0.02
"Salad, pasta, vegetables and mayonnaise",153,7.9,0.76,15.9,1.9,14.0,1.4,3.9,0.06
"Salad, potato, with French dressing",112,5.0,N,14.5,2.0,12.5,1.5,1.5,0.23
"Salad, potato, with mayonnaise",240,20.6,1.57,11.6,1.5,10.1,1.2,1.6,0.09
"Salad, potato, with mayonnaise, retail",160,11.8,N,11.3,1.8,9.5,1.2,1.6,0.40
"Salad, rice, brown",163,7.3,0.85,20.0,4.9,15.1,1.2,3.7,0.43
"Salad, rice, homemade",169,7.0,1.04,22.7,4.9,17.8,0.8,3.4,0.43
"Salad, tomato and onion",47,2.7,N,4.5,4.1,0.4,1.3,0.6,0.11
"Salad, Waldorf",200,17.8,1.53,7.8,7.8,0.0,1.1,1.7,0.08
